OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,HASC_2,CCN_2,CCA_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,Shape__Area,Shape__Length,ID,sourceCountry,ENRICH_FID,aggregationMethod,HasData,MALES_CY,FEMALES_CY,FAGE01_CY,FAGE02_CY,FAGE03_CY,FAGE04_CY,FAGE05_CY,MAGE01_CY,MAGE02_CY,MAGE03_CY,MAGE04_CY,MAGE05_CY,PAGE01_CY,PAGE02_CY,PAGE03_CY,PAGE04_CY,PAGE05_CY,TOTHH_CY,AVGHHSZ_CY,InPoly_FID,SimPgnFlag,MaxSimpTol,MinSimpTol,Shape__Area_2,Shape__Length_2
529,250,VNM,Vietnam,49,Quảng Ninh,531,Tiên Yên,VN.QN.TY,,,Huyện,District,,Tien Yen,0.0527422,3.03885496,528,VN,531,BlockApportionment:VN.Districts,1,23824,23774,6534,6975,4811,3240,2213,6687,7419,5004,3059,1654,13221,14395,9816,6299,3868,11322,4.2,531,0,4.4966102304e-05,4.4966102304e-05,0.052587316500649,2.7994585531052
530,250,VNM,Vietnam,49,Quảng Ninh,532,Uông Bí,VN.QN.UB,,,Thi xa,Township,,Uong Bi,0.02051095,1.23253856,529,VN,532,BlockApportionment:VN.Districts,1,56712,57185,12551,16646,12773,9723,5491,12791,16675,13043,9938,4265,25342,33321,25816,19661,9756,31314,3.6,532,0,4.4966102304e-05,4.4966102304e-05,0.020439623604261,1.12409662766293
531,250,VNM,Vietnam,49,Quảng Ninh,533,Vân Đồn,VN.QN.VD,,,Huyện,District,,Van Don,0.04913814,13.14325098,530,VN,533,BlockApportionment:VN.Districts,1,20914,20650,4949,5544,4616,3396,2145,5169,6159,4706,3302,1577,10118,11704,9322,6698,3722,10743,3.9,533,0,4.4966102304e-05,4.4966102304e-05,0.045065670821259,7.4976961789528
532,250,VNM,Vietnam,49,Quảng Ninh,534,Yên Hưng,VN.QN.YH,,,Huyện,District,,Yen Hung,0.02175866,2.90748885,531,VN,534,BlockApportionment:VN.Districts,1,69683,70081,17127,17881,14775,11677,8621,17820,19943,15206,10728,5986,34947,37824,29981,22404,14607,37821,3.7,534,0,4.4966102304e-05,4.4966102304e-05,0.021110172223871,2.41225844569788
533,250,VNM,Vietnam,50,Quảng Trị,535,Đa Krông,VN.QT.DA,,,Huyện,District,,Da Krong,0.09346135,2.1236973,532,VN,535,BlockApportionment:VN.Districts,1,18002,17725,7364,4734,2803,1503,1321,7427,5057,2961,1386,1170,14791,9792,5764,2890,2491,7578,4.7,535,0,4.4966102304e-05,4.4966102304e-05,0.093460857588298,2.12249944606084
534,250,VNM,Vietnam,50,Quảng Trị,536,Đông Hà,VN.QT.DH,,,Thi xa,Township,,Dong Ha,0.0061565,0.4822316,533,VN,536,BlockApportionment:VN.Districts,1,42211,44528,11026,12378,10124,6818,4183,11976,10996,9837,6625,2777,23002,23373,19961,13443,6960,22280,3.9,536,0,4.4966102304e-05,4.4966102304e-05,0.006156250498861,0.481740291666318
535,250,VNM,Vietnam,50,Quảng Trị,537,Cồn Cỏ,VN.QT.CC,,,Island,Island,,Con Co,0.00028588,0.07267755,534,VN,537,BlockApportionment:VN.Districts,1,64,22,9,10,3,0,0,5,26,21,12,0,14,36,24,12,0,29,3,537,0,4.4966102304e-05,4.4966102304e-05,0.000285283256858,0.068474760949523
536,250,VNM,Vietnam,50,Quảng Trị,538,Cam Lộ,VN.QT.CL,,,Huyện,District,,,0.02908385,0.98163248,535,VN,538,BlockApportionment:VN.Districts,1,23227,23887,6513,5459,5370,3571,2974,6928,5937,5438,3211,1713,13441,11396,10808,6782,4687,12203,3.9,538,0,4.4966102304e-05,4.4966102304e-05,0.029083980041605,0.980390611707874
537,250,VNM,Vietnam,50,Quảng Trị,539,Gio Linh,VN.QT.GL,,,Huyện,District,,,0.03910088,1.67925019,536,VN,539,BlockApportionment:VN.Districts,1,37150,37640,10643,8244,8320,5354,5078,11423,9316,8458,4928,3026,22066,17560,16778,10282,8103,18328,4.1,539,0,4.4966102304e-05,4.4966102304e-05,0.039101063284193,1.67798278196478
538,250,VNM,Vietnam,50,Quảng Trị,540,Hướng Hóa,VN.QT.HH,,,Huyện,District,,Huong Hoa,0.09758861,2.04398897,537,VN,540,BlockApportionment:VN.Districts,1,39498,38800,14722,10108,7327,3709,2934,15058,10206,7980,3803,2451,29779,20314,15307,7512,5385,17486,4.5,540,0,4.4966102304e-05,4.4966102304e-05,0.097587062606294,2.04358230410986
539,250,VNM,Vietnam,50,Quảng Trị,541,Hải Lăng,VN.QT.HL,,,Huyện,District,,Hai Lang,0.04125217,1.1471021,538,VN,541,BlockApportionment:VN.Districts,1,43776,46495,13010,8608,10192,7179,7506,13936,9648,9683,6341,4168,26946,18256,19876,13519,11674,23216,3.9,541,0,4.4966102304e-05,4.4966102304e-05,0.041252608868262,1.1464455065121
540,250,VNM,Vietnam,50,Quảng Trị,542,Quảng Trị,VN.QT.QT,,,Thi xa,Township,,Quang Tri Township,0.00047959,0.11902759,539,VN,542,BlockApportionment:VN.Districts,1,11697,12286,3001,2912,2770,2183,1421,3330,2929,2503,2032,903,6331,5841,5273,4215,2323,6258,3.8,542,0,4.4966102304e-05,4.4966102304e-05,0.000479454587321,0.118934214557843
541,250,VNM,Vietnam,50,Quảng Trị,543,Triệu Phong,VN.QT.TP,,,Huyện,District,,Trieu Phong,0.03007773,1.11725113,540,VN,543,BlockApportionment:VN.Districts,1,48164,50411,14019,10036,11030,7217,8108,14862,11150,10803,6601,4749,28881,21186,21834,13817,12857,24290,4.1,543,0,4.4966102304e-05,4.4966102304e-05,0.030078016349876,1.1162506414634
542,250,VNM,Vietnam,50,Quảng Trị,544,Vĩnh Linh,VN.QT.VL,,,Huyện,District,,Vinh Linh,0.05359883,1.64734946,541,VN,544,BlockApportionment:VN.Districts,1,46453,47645,10886,10039,10684,8379,7657,11296,11069,10445,7521,6122,22182,21108,21129,15900,13779,26077,3.6,544,0,4.4966102304e-05,4.4966102304e-05,0.053598860538273,1.64671662655784
543,250,VNM,Vietnam,51,Sóc Trăng,545,Cù Lao Dung,VN.ST.CL,,,Huyện,District,,Cu Lao Dung,0.01938136,0.78090009,542,VN,545,BlockApportionment:VN.Districts,1,32597,30879,6742,9245,7186,5010,2696,7337,11015,7516,4877,1852,14080,20261,14702,9886,4548,15822,4,545,0,4.4966102304e-05,4.4966102304e-05,0.019381326692667,0.78088377086984
544,250,VNM,Vietnam,51,Sóc Trăng,546,Châu Thành,,,,Huyện,District,,Chau Thanh,0.01947597,0.77218406,543,VN,546,BlockApportionment:VN.Districts,1,54460,54162,12770,15712,11890,8856,4934,13809,17319,12100,7756,3476,26578,33031,23990,16612,8411,25801,4.2,546,0,4.4966102304e-05,4.4966102304e-05,0.019476332841918,0.771783476110938
545,250,VNM,Vietnam,51,Sóc Trăng,547,Kế Sách,VN.ST.KS,,,Huyện,District,,Ke Sach,0.02906093,0.8456963,544,VN,547,BlockApportionment:VN.Districts,1,82301,80853,18539,21366,19306,13655,7987,20306,24497,19936,12083,5479,38845,45863,39242,25738,13466,41846,3.9,547,0,4.4966102304e-05,4.4966102304e-05,0.02906138934145,0.84539491664296
546,250,VNM,Vietnam,51,Sóc Trăng,548,Long My,VN.ST.LM,,,Thi xa,Township,,,0.00626364,0.43540053,545,VN,548,BlockApportionment:VN.Districts,1,66223,72040,14698,21621,17058,12407,6256,15985,19707,16342,10118,4072,30683,41328,33399,22526,10328,35909,3.9,548,0,4.4966102304e-05,4.4966102304e-05,0.006263974641058,0.435092076140858
547,250,VNM,Vietnam,51,Sóc Trăng,549,Long Phú,VN.ST.LP,,,Huyện,District,,Long Phu,0.03689857,1.2670789,546,VN,549,BlockApportionment:VN.Districts,1,102885,102509,24176,29833,23435,16255,8810,26208,32700,23508,14163,6306,50384,62533,46942,30418,15116,49776,4.1,549,0,4.4966102304e-05,4.4966102304e-05,0.036897957094538,1.26579194284761
548,250,VNM,Vietnam,51,Sóc Trăng,550,Mỹ Tú,VN.ST.MT,,,Huyện,District,,My Tu,0.03027903,0.9646816,547,VN,550,BlockApportionment:VN.Districts,1,55954,54831,14159,15278,11979,8423,4991,15190,17422,12259,7643,3441,29348,32701,24238,16066,8432,26759,4.1,550,0,4.4966102304e-05,4.4966102304e-05,0.030278714176234,0.963929361280895
549,250,VNM,Vietnam,51,Sóc Trăng,551,Mỹ Xuyên,VN.ST.MX,,,Huyện,District,,My Xuyen,0.04629235,1.4033411,548,VN,551,BlockApportionment:VN.Districts,1,104631,104964,24369,31560,23485,16478,9071,26281,33801,23932,14360,6257,50650,65361,47417,30838,15329,49672,4.2,551,0,4.4966102304e-05,4.4966102304e-05,0.046292346147084,1.40114528778493
550,250,VNM,Vietnam,51,Sóc Trăng,552,Ngã Năm,VN.ST.NN,,,Huyện,District,,Nga Nam,0.01998806,0.77179807,549,VN,552,BlockApportionment:VN.Districts,1,42498,41963,10320,12016,9543,6242,3843,11332,13254,9953,5419,2541,21652,25270,19496,11660,6384,19736,4.3,552,0,4.4966102304e-05,4.4966102304e-05,0.019989436330775,0.771389478770577
551,250,VNM,Vietnam,51,Sóc Trăng,553,Thanh Trì,VN.ST.TT,,,Huyện,District,,Thanh Tri,0.02373603,0.96240121,550,VN,553,BlockApportionment:VN.Districts,1,44533,43710,11150,12308,9647,6768,3837,12175,13819,9865,5839,2835,23325,26128,19512,12607,6672,20677,4.3,553,0,4.4966102304e-05,4.4966102304e-05,0.023735605473235,0.961360548669124
552,250,VNM,Vietnam,51,Sóc Trăng,554,Vĩnh Châu,VN.ST.VC,,,Huyện,District,,Vinh Chau,0.03776903,1.06583804,551,VN,554,BlockApportionment:VN.Districts,1,86093,84374,21292,25477,18124,12454,7027,22801,28065,18757,10876,5594,44093,53542,36881,23329,12621,37724,4.5,554,0,4.4966102304e-05,4.4966102304e-05,0.037768835626707,1.06559969344192
553,250,VNM,Vietnam,52,Sơn La,555,Bắc Yên,VN.SL.BY,,,Huyện,District,,Bac Yen,0.09586993,1.91021539,552,VN,555,BlockApportionment:VN.Districts,1,31463,31799,11329,9824,5894,2830,1921,11642,9703,5991,2746,1382,22972,19526,11885,5576,3303,12631,5,555,0,4.4966102304e-05,4.4966102304e-05,0.095869783926901,1.91001340596751
554,250,VNM,Vietnam,52,Sơn La,556,Mộc Châu,VN.SL.MC,,,Huyện,District,,Moc Chau,0.1774819,2.28923516,553,VN,556,BlockApportionment:VN.Districts,1,84082,83672,23635,25621,17903,10735,5779,24887,26957,17722,10118,4397,48522,52578,35626,20853,10176,41845,4,556,0,4.4966102304e-05,4.4966102304e-05,0.17748102974042,2.2889474655474
555,250,VNM,Vietnam,52,Sơn La,557,Mường La,VN.SL.ML,,,Huyện,District,,Muong La,0.12448533,2.14922511,554,VN,557,BlockApportionment:VN.Districts,1,55405,47693,16186,15658,9055,4103,2691,17496,20152,10738,4880,2140,33681,35811,19792,8983,4831,20843,4.9,557,0,4.4966102304e-05,4.4966102304e-05,0.124485741947865,2.14890808256514
556,250,VNM,Vietnam,52,Sơn La,558,Mai Sơn,VN.SL.MS,,,Huyện,District,,Mai Son,0.12402253,2.21059285,555,VN,558,BlockApportionment:VN.Districts,1,78745,77436,23058,25043,15690,8354,5291,24587,25973,15728,8231,4226,47645,51016,31418,16585,9517,35789,4.4,558,0,4.4966102304e-05,4.4966102304e-05,0.12402228385713,2.21053236474109
557,250,VNM,Vietnam,52,Sơn La,559,Phù Yên,VN.SL.PY,,,Huyện,District,,Phu Yen,0.10685405,1.79424711,556,VN,559,BlockApportionment:VN.Districts,1,58662,59090,16394,16995,13130,7737,4833,17209,18332,12764,7019,3338,33603,35328,25894,14756,8171,26647,4.4,559,0,4.4966102304e-05,4.4966102304e-05,0.106855190512078,1.79396695884115
558,250,VNM,Vietnam,52,Sơn La,560,Quỳnh Nhai,VN.SL.QN,,,Huyện,District,,Quynh Nhai,0.09223952,1.83343457,557,VN,560,BlockApportionment:VN.Districts,1,32927,32765,10626,10529,6506,2881,2223,11163,10588,6488,3011,1678,21789,21117,12994,5891,3901,13814,4.8,560,0,4.4966102304e-05,4.4966102304e-05,0.092238739065124,1.83300971503598
559,250,VNM,Vietnam,52,Sơn La,561,Sông Mã,VN.SL.SM,,,Huyện,District,,Song Ma,0.14311083,2.56936842,558,VN,561,BlockApportionment:VN.Districts,1,70925,70407,24291,23126,12583,6332,4075,25619,23314,12487,6475,3031,49909,46440,25070,12807,7105,29150,4.8,561,0,4.4966102304e-05,4.4966102304e-05,0.143110421427764,2.56919190514267
560,250,VNM,Vietnam,52,Sơn La,562,Sốp Cộp,VN.SL.SC,,,Huyện,District,,Sop Cop,0.12745517,2.13004318,559,VN,562,BlockApportionment:VN.Districts,1,22040,21417,7496,7170,3776,1787,1188,7875,7290,3950,1939,986,15371,14460,7726,3726,2174,8790,4.9,562,0,4.4966102304e-05,4.4966102304e-05,0.127454994798427,2.12960226282557
561,250,VNM,Vietnam,52,Sơn La,563,Sơn La,VN.SL.SL,,,Thi xa,Township,,Son La,0.02792193,0.91133176,560,VN,563,BlockApportionment:VN.Districts,1,46090,48753,10530,18043,10273,6477,3429,11025,15853,9932,6523,2758,21555,33896,20205,13000,6187,27783,3.4,563,0,4.4966102304e-05,4.4966102304e-05,0.02792202828914,0.911301448237668
562,250,VNM,Vietnam,52,Sơn La,564,Thuận Châu,VN.SL.TC,,,Huyện,District,,Thuan Chau,0.13359105,2.59193618,561,VN,564,BlockApportionment:VN.Districts,1,82844,81962,26612,26825,15518,7941,5066,28172,27676,15062,7863,4071,54784,54501,30580,15804,9137,33754,4.9,564,0,4.4966102304e-05,4.4966102304e-05,0.133590846392735,2.59162159169577
563,250,VNM,Vietnam,52,Sơn La,565,Yên Châu,VN.SL.YC,,,Huyện,District,,Yen Chau,0.07463944,1.51830793,562,VN,565,BlockApportionment:VN.Districts,1,38343,37959,10545,11490,8320,4588,3016,11218,11885,8377,4501,2362,21762,23375,16697,9089,5378,18129,4.2,565,0,4.4966102304e-05,4.4966102304e-05,0.074640195997972,1.51827337857574
564,250,VNM,Vietnam,53,Tây Ninh,566,Bến Cầu,VN.TN.BC,,,Huyện,District,,Ben Cau,0.01974956,0.81725386,563,VN,566,BlockApportionment:VN.Districts,1,33426,33080,7751,9406,8148,5034,2742,8389,10530,8372,4310,1826,16140,19936,16519,9343,4567,17686,3.8,566,0,4.4966102304e-05,4.4966102304e-05,0.01974858876622,0.817052598981076
565,250,VNM,Vietnam,53,Tây Ninh,567,Châu Thành,VN.TN.CT,,,Huyện,District,,Chau Thanh,0.04847657,1.15058797,564,VN,567,BlockApportionment:VN.Districts,1,69784,69683,16430,20335,16320,10651,5948,17596,21665,16968,9584,3970,34026,41999,33289,20235,9918,36799,3.8,567,0,4.4966102304e-05,4.4966102304e-05,0.048476408284273,1.14994451660059
566,250,VNM,Vietnam,53,Tây Ninh,568,Dương Minh Châu,VN.TN.DM,,,Huyện,District,,Duong Minh Chau,0.04870211,1.59935373,565,VN,568,BlockApportionment:VN.Districts,1,54367,54327,12740,14985,13408,8441,4753,13687,16526,13659,7299,3196,26427,31511,27067,15740,7950,29099,3.7,568,0,4.4966102304e-05,4.4966102304e-05,0.048702136855695,1.59735631079825
567,250,VNM,Vietnam,53,Tây Ninh,569,Gò Dầu,VN.TN.GD,,,Huyện,District,,Go Dau,0.02152345,0.98288076,566,VN,569,BlockApportionment:VN.Districts,1,71363,74277,15629,19033,18833,12851,7931,16408,20839,18783,10207,5126,32037,39872,37616,23058,13057,38944,3.7,569,0,4.4966102304e-05,4.4966102304e-05,0.021522918747451,0.982414112265669
568,250,VNM,Vietnam,53,Tây Ninh,570,Hòa Thành,VN.TN.HT,,,Huyện,District,,Hoa Thanh,0.00688765,0.44723329,567,VN,570,BlockApportionment:VN.Districts,1,40059,42875,8910,11063,10778,7523,4600,9248,11656,10371,6151,2634,18158,22719,21149,13674,7234,21208,3.9,570,0,4.4966102304e-05,4.4966102304e-05,0.006887975949667,0.446946217283755
569,250,VNM,Vietnam,53,Tây Ninh,571,Tân Biên,VN.TN.TB,,,Huyện,District,,Tan Bien,0.07107336,1.48146027,568,VN,571,BlockApportionment:VN.Districts,1,51719,48047,12269,14125,11306,6958,3390,13360,17505,12054,6186,2614,25629,31630,23360,13144,6004,25288,3.9,571,0,4.4966102304e-05,4.4966102304e-05,0.071073721070888,1.48031907434141
570,250,VNM,Vietnam,53,Tây Ninh,572,Tân Châu,VN.TN.TC,,,Huyện,District,,Tan Chau,0.07883602,1.56922186,569,VN,572,BlockApportionment:VN.Districts,1,64723,63313,16906,18706,14747,8820,4134,17865,20380,15356,7999,3122,34771,39086,30104,16819,7256,33325,3.8,572,0,4.4966102304e-05,4.4966102304e-05,0.078836010969212,1.5672092509979
571,250,VNM,Vietnam,53,Tây Ninh,573,Tây Ninh,VN.TN.TN,,,Thi xa,Township,,Tay Ninh,0.01160944,0.58759983,570,VN,573,BlockApportionment:VN.Districts,1,94763,101377,20945,26866,25500,17892,10175,22051,27435,24257,14802,6217,42996,54302,49757,32694,16392,51701,3.8,573,0,4.4966102304e-05,4.4966102304e-05,0.011609345985562,0.586109651761949
572,250,VNM,Vietnam,53,Tây Ninh,574,Trảng Bàng,VN.TN.TR,,,Huyện,District,,Trang Bang,0.02798868,1.28357561,571,VN,574,BlockApportionment:VN.Districts,1,77280,82125,16116,24618,19715,13023,8652,17234,24500,19871,10351,5324,33351,49118,39586,23373,13976,43888,3.6,574,0,4.4966102304e-05,4.4966102304e-05,0.027989070907438,1.28304369457043
573,250,VNM,Vietnam,54,Thái Bình,575,Đông Hưng,VN.TB.DH,,,Huyện,District,,Dong Hung,0.01751251,0.86368445,572,VN,575,BlockApportionment:VN.Districts,1,118638,127210,25834,25918,27939,26195,21324,27487,27312,26377,22631,14832,53321,53230,54316,48827,36156,77859,3.2,575,0,4.4966102304e-05,4.4966102304e-05,0.017513177475848,0.862604064995732
574,250,VNM,Vietnam,54,Thái Bình,576,Hưng Hà,VN.TB.HH,,,Huyện,District,,Hung Ha,0.01825687,0.78534886,573,VN,576,BlockApportionment:VN.Districts,1,121983,129432,27712,28836,28024,25448,19412,29716,30363,27093,22287,12524,57428,59199,55117,47735,31936,75739,3.3,576,0,4.4966102304e-05,4.4966102304e-05,0.018256955863535,0.784626230568786
575,250,VNM,Vietnam,54,Thái Bình,577,Kiến Xương,VN.TB.KX,,,Huyện,District,,Kien Xuong,0.017501,0.79822981,574,VN,577,BlockApportionment:VN.Districts,1,109222,116547,23159,24396,25549,24303,19141,24801,26058,24398,21232,12733,47960,50454,49947,45534,31874,72495,3.1,577,0,4.4966102304e-05,4.4966102304e-05,0.017501008568843,0.797687169081291
576,250,VNM,Vietnam,54,Thái Bình,578,Quỳnh Phụ,VN.TB.QP,,,Huyện,District,,Quynh Phu,0.01819301,0.90795909,575,VN,578,BlockApportionment:VN.Districts,1,116664,125121,24799,27070,27725,25675,19853,26833,28402,26159,22282,12988,51632,55472,53884,47956,32840,75609,3.2,578,0,4.4966102304e-05,4.4966102304e-05,0.018192132579316,0.907009382468204
577,250,VNM,Vietnam,54,Thái Bình,579,Thái Bình,VN.TB.TB,,,Thi xa,Township,,Thai Binh,0.00567,0.44221659,576,VN,579,BlockApportionment:VN.Districts,1,77580,86030,16289,22888,17814,17222,11817,17417,18857,16671,15577,9058,33707,41745,34485,32799,20874,50304,3.3,579,0,4.4966102304e-05,4.4966102304e-05,0.005669054387226,0.441710840865197
578,250,VNM,Vietnam,54,Thái Bình,580,Thái Thụy,VN.TB.TT,,,Huyện,District,,Thai Thuy,0.02443957,1.01996566,577,VN,580,BlockApportionment:VN.Districts,1,122051,130699,26165,25719,28146,28451,22218,28069,27694,26613,24689,14986,54234,53413,54759,53140,37204,78880,3.2,580,0,4.4966102304e-05,4.4966102304e-05,0.024439617319331,1.01967463705828
579,250,VNM,Vietnam,54,Thái Bình,581,Tiền Hải,VN.TB.TH,,,Huyện,District,,Tien Hai,0.01968699,1.23620285,578,VN,581,BlockApportionment:VN.Districts,1,103660,106586,23918,24197,22898,20541,15032,25927,26628,22521,18470,10114,49845,50825,45418,39011,25146,61898,3.4,581,0,4.4966102304e-05,4.4966102304e-05,0.019517036096204,1.08898090348307
580,250,VNM,Vietnam,54,Thái Bình,582,Vũ Thư,VN.TB.VT,,,Huyện,District,,Vu Thu,0.0170489,1.01238578,579,VN,582,BlockApportionment:VN.Districts,1,111101,118867,23267,28296,24804,23866,18634,25162,29506,23447,20853,12132,48430,57802,48252,44719,30766,68369,3.4,582,0,4.4966102304e-05,4.4966102304e-05,0.017049635352578,1.01194898174626
581,250,VNM,Vietnam,55,Thái Nguyên,583,Đồng Hỷ,VN.TY.DY,,,Huyện,District,,Dong Hy,0.04092989,1.41262086,580,VN,583,BlockApportionment:VN.Districts,1,55797,56621,13707,15948,13023,8729,5214,14160,16884,12981,8216,3555,27867,32832,26004,16945,8769,29900,3.8,583,0,4.4966102304e-05,4.4966102304e-05,0.040929197838295,1.41179563612518
582,250,VNM,Vietnam,55,Thái Nguyên,584,Định Hoá,VN.TY.DO,,,Huyện,District,,Dinh Hoa,0.04480535,1.17802935,581,VN,584,BlockApportionment:VN.Districts,1,45666,46784,9957,12537,11408,7882,5000,10245,13514,11301,7490,3115,20202,26051,22709,15372,8115,25722,3.6,584,0,4.4966102304e-05,4.4966102304e-05,0.044805321407466,1.17721668639546
583,250,VNM,Vietnam,55,Thái Nguyên,585,Đại Từ,VN.TY.DT,,,Huyện,District,,Dai Tu,0.0493686,1.36351777,582,VN,585,BlockApportionment:VN.Districts,1,83173,85387,18776,23600,19929,14484,8598,19653,24840,19682,13323,5675,38429,48440,39611,27807,14273,47516,3.5,585,0,4.4966102304e-05,4.4966102304e-05,0.049369355495855,1.36313185178252
584,250,VNM,Vietnam,55,Thái Nguyên,586,Phổ Yên,VN.TY.PY,,,Huyện,District,,Pho Yen,0.02259824,1.30683072,583,VN,586,BlockApportionment:VN.Districts,1,73338,74577,17092,21274,16326,12072,7813,18244,22877,16391,10632,5193,35337,44151,32717,22703,13006,39218,3.8,586,0,4.4966102304e-05,4.4966102304e-05,0.022598455931075,1.30570723863409
585,250,VNM,Vietnam,55,Thái Nguyên,587,Phú Bình,VN.TY.PB,,,Huyện,District,,Phu Binh,0.02173043,0.89004699,584,VN,587,BlockApportionment:VN.Districts,1,71546,73805,17460,19039,16881,12218,8207,18571,19993,16853,10806,5322,36031,39032,33734,23024,13529,38343,3.8,587,0,4.4966102304e-05,4.4966102304e-05,0.02173078837609,0.88942995631582
586,250,VNM,Vietnam,55,Thái Nguyên,588,Phú Lương,VN.TY.PL,,,Huyện,District,,Phu Luong,0.03236251,1.10189056,585,VN,588,BlockApportionment:VN.Districts,1,56064,56242,12545,15760,13307,9210,5420,13094,17751,12980,8657,3581,25639,33511,26287,17867,9001,31831,3.5,588,0,4.4966102304e-05,4.4966102304e-05,0.03236261955044,1.10130451881109
587,250,VNM,Vietnam,55,Thái Nguyên,589,Sông Công,VN.TY.SC,,,Thi xa,Township,,Song Cong,0.007103,0.46632781,586,VN,589,BlockApportionment:VN.Districts,1,25367,24762,5073,7704,5321,4344,2321,5504,8913,5233,3951,1766,10577,16617,10554,8294,4087,15033,3.3,589,0,4.4966102304e-05,4.4966102304e-05,0.007103220513727,0.466056612065891
588,250,VNM,Vietnam,55,Thái Nguyên,590,Thái Nguyên,VN.TY.TN,,,Than Pho,City,,Thai Nguyen City,0.01514098,0.86271979,587,VN,590,BlockApportionment:VN.Districts,1,145806,155302,26484,58239,30223,25923,14433,27756,52978,28851,24474,11747,54240,111217,59074,50398,26180,100242,3,590,0,4.4966102304e-05,4.4966102304e-05,0.015141020604915,0.862296465162263
589,250,VNM,Vietnam,55,Thái Nguyên,591,Võ Nhai,VN.TY.VN,,,Huyện,District,,Vo Nhai,0.07344302,1.54502773,588,VN,591,BlockApportionment:VN.Districts,1,34116,34344,8752,9861,7851,5093,2786,8986,10564,8072,4655,1838,17738,20426,15924,9748,4625,17522,3.9,591,0,4.4966102304e-05,4.4966102304e-05,0.073442701715976,1.54363501222325
590,250,VNM,Vietnam,56,Thừa Thiên - Huế,592,A Lưới,VN.TT.AL,,,Huyện,District,,A Luoi,0.10380585,2.13535657,589,VN,592,BlockApportionment:VN.Districts,1,23762,22850,7723,7029,4062,2109,1927,8146,7360,4521,1926,1810,15869,14389,8582,4034,3737,10847,4.3,592,0,4.4966102304e-05,4.4966102304e-05,0.103805078086225,2.13385306436882
591,250,VNM,Vietnam,56,Thừa Thiên - Huế,593,Hương Thủy,VN.TT.HU,,,Huyện,District,,Huong Thuy,0.03846879,1.40695194,590,VN,593,BlockApportionment:VN.Districts,1,53363,53046,13478,14110,11464,7486,6509,14860,15298,12296,6770,4139,28337,29408,23760,14257,10648,25948,4.1,593,0,4.4966102304e-05,4.4966102304e-05,0.038468583834856,1.40595001527632
592,250,VNM,Vietnam,56,Thừa Thiên - Huế,594,Hương Trà,VN.TT.HR,,,Huyện,District,,Huong Tra,0.04299986,1.88931237,591,VN,594,BlockApportionment:VN.Districts,1,63675,61303,16765,14988,13378,8494,7678,17864,18186,14684,7973,4968,34629,33174,28062,16466,12647,28828,4.3,594,0,4.4966102304e-05,4.4966102304e-05,0.042970635494612,1.85320761381645
593,250,VNM,Vietnam,56,Thừa Thiên - Huế,595,Huế,VN.TT.HE,,,Than Pho,City,,Hue City,0.00602195,0.52182188,592,VN,595,BlockApportionment:VN.Districts,1,170077,181981,38429,59524,36840,27523,19665,41194,53844,36968,25181,12889,79624,113367,73808,52704,32555,90814,3.9,595,0,4.4966102304e-05,4.4966102304e-05,0.006021217527632,0.521543368239538
594,250,VNM,Vietnam,56,Thừa Thiên - Huế,596,Nam Đông,VN.TT.ND,,,Huyện,District,,Nam Dong,0.05489027,1.29480061,593,VN,596,BlockApportionment:VN.Districts,1,12299,11391,3620,3328,2139,1427,876,3903,3775,2427,1373,821,7523,7103,4566,2800,1697,5562,4.3,596,0,4.4966102304e-05,4.4966102304e-05,0.054890102395461,1.29374468600224
595,250,VNM,Vietnam,56,Thừa Thiên - Huế,597,Phú Lộc,VN.TT.PL,,,Huyện,District,,Phu Loc,0.05114501,2.43996652,594,VN,597,BlockApportionment:VN.Districts,1,69717,69693,20883,15225,13971,9852,9761,22883,17580,14374,8565,6315,43766,32806,28346,18418,16075,33921,4.1,597,0,4.4966102304e-05,4.4966102304e-05,0.051075850308848,2.33832306068927
596,250,VNM,Vietnam,56,Thừa Thiên - Huế,598,Phú Vang,VN.TT.PV,,,Huyện,District,,Phu Vang,0.01748315,1.77909467,595,VN,598,BlockApportionment:VN.Districts,1,88095,88025,25933,22062,17483,11818,10729,27772,24682,18237,10377,7027,53705,46744,35720,22195,17756,41122,4.3,598,0,4.4966102304e-05,4.4966102304e-05,0.017180417367513,1.60116826794144
597,250,VNM,Vietnam,56,Thừa Thiên - Huế,599,Phong Điền,VN.TT.PD,,,Huyện,District,,Phong Dien,0.07955478,1.93532734,596,VN,599,BlockApportionment:VN.Districts,1,45238,47645,13151,9914,9774,7499,7307,14346,10514,9335,6625,4419,27497,20428,19110,14123,11725,23886,3.9,599,0,4.4966102304e-05,4.4966102304e-05,0.079555173570725,1.93475536163363
598,250,VNM,Vietnam,56,Thừa Thiên - Huế,600,Quảng Điền,VN.TT.QD,,,Huyện,District,,Quang Dien,0.01099443,0.98355199,597,VN,600,BlockApportionment:VN.Districts,1,43175,44500,12255,9349,9554,6464,6877,13130,10187,9548,5900,4409,25385,19537,19102,12364,11287,22502,3.9,600,0,4.4966102304e-05,4.4966102304e-05,0.01090425005566,0.9245928488782
